City,Street,Accident_Count
Algonquin,Algonquin Rd,3
Algonquin, Algonquin Rd,2
Algonquin,Elgin Rd,2
Algonquin,Square Barn Rd,2
Algonquin, Country Side Dr,1
Algonquin, Elmwood Ct,1
Alhambra,I-10 W,976
Alhambra,I-10 E,895
Alhambra,S Garfield Ave,320
Alhambra,S Fremont Ave,317
Alhambra,I-10,140
Alhambra,El Monte Busway,126
Alhambra,San Bernardino Fwy E,94
Alhambra,S Atlantic Blvd,87
Alhambra,I-710 N,84
Alhambra,San Bernardino Fwy W,75
Alice, N US Highway 281,1
Alice,Coyote Trl,1
Alice,E 5th St,1
Alice,N Johnson St,1
Alice,N US Highway 281,1
Alice,Ross Ave,1
Alice,US-281 S,1
Aliceville, Highway 14,2
Aliceville, Highway 17,2
Aliceville,Highway 17,2
Aliceville, AL-17,1
Aliceville,AL Highway 17,1
Aliceville,Columbus Rd,1
Aliceville,Cow Creek Rd,1
Aliceville,Dr Martin Luther King Jr Memorial Hwy,1
Aliceville,Lk Hallaha Rd,1
Aliceville,Stepp Line Rd,1
Aliquippa,I-376,19
Aliquippa,I-376 W,11
Aliquippa,I-376 E,8
Aliquippa, Brodhead Rd,7
Aliquippa,Green Garden Rd,6
Aliquippa, Gringo Rd,5
Aliquippa, Elaine St,4
Aliquippa,Constitution Blvd,4
Aliquippa, Constitution Blvd,2
Aliquippa, Laird Ave,2
Aliso Viejo,CA-73 S,37
Aliso Viejo,CA-73 N,33
Aliso Viejo, Aliso Creek Rd,26
Aliso Viejo, Moulton Pkwy,15
Aliso Viejo, Pacific Park Dr,14
Aliso Viejo,El Toro Rd,14
Aliso Viejo,Aliso Creek Rd,13
Aliso Viejo,Pacific Park Dr,12
Aliso Viejo, Aliso Viejo Pkwy,10
Aliso Viejo,Aliso Viejo Pkwy,10
Alledonia, E Captina Highway Rd,3
Allegan, Lincoln Rd,13
Allegan, M 40 S,3
Allegan, 125th Ave,2
Allegan, Taft Rd,2
Allegan, 110th Ave,1
Allegan, 32nd St,1
Allegan, Marshall St,1
Allegan, Trowbridge St,1
Allegan,115th Ave,1
Allegan,118th Ave,1
Allegany,I-86 W,7
Allegany,Southern Tier Expy,7
Allegany,I-86 E,4
Allegany, W Main St,2
Allegany,Southern Tier Expy W,2
Allegany,Chapel Hill Rd,1
Allegany,Route 417,1
Allegany,S 7th St,1
Allegany,S 9 Mile Rd,1
Allegany,Valley View Dr,1
Alleghany,Ridge Rd,2
Alleghany, Main St,1
Alleghany,Henness Pass Rd,1
Alleghany,Magnus Orchard Rd,1
Alleghany,Main St,1
Alleman,NE 14th St,3
Alleman,NE 126th Ave,2
Allen,US-75 N,195
Allen,US-75 S,189
Allen,W Bethany Dr,48
Allen,US-75,44
Allen,Sam Johnson Hwy,43
Allen,Central Expy S,32
Allen,W McDermott Dr,18
Allen, W McDermott Dr,9
Allen,Custer Rd,7
Allen,W Exchange Pkwy,6
Allen Park,I-94 W,341
Allen Park,Detroit Industrial Fwy W,186
Allen Park,Detroit Industrial Fwy E,134
Allen Park,I-94,80
Allen Park,Southfield Fwy,43
Allen Park,M-39 N,25
Allen Park,Southfield Rd,19
Allen Park,Oakwood Blvd,16
Allen Park,MI-39 N,12
Allen Park,Southfield Fwy S,12
Allendale,Lake Michigan Dr,25
Allendale, Lake Michigan Dr,18
Allendale,68th Ave,17
Allendale,48th Ave,16
Allendale,Burtons Ferry Hwy,16
Allendale,Augusta Hwy,11
Allendale, State Highway 17,8
Allendale,Fillmore St,8
Allendale, Bluff Rd,7
Allendale,Great Quarry Rd,7
Allenhurst, Euclid Ave,2
Allenhurst,Talmadge Rd,2
Allenhurst,Norwood Ave N,1
Allenport,Main St,2
Allenport,Martin Hill Rd,1
Allenstown,Deerfield Rd,4
Allenstown,Allenstown Rd,1
Allenstown,Granite St,1
Allenstown,Main St,1
Allenstown,Pinewood Rd,1
Allenstown,School St,1
Allensville, State Route 655,12
Allensville, Russellville Rd,3
Allensville,Crissman Rd,3
Allensville, E Main St,2
Allensville, Sharpsburg Rd,2
Allensville, W Main St,2
Allensville,Sharpsburg Rd,2
Allensville, Front Mountain Rd,1
Allensville, Zook Rd,1
Allensville,Brown Rd,1
Allenton,I-41 S,28
Allenton,I-41 N,24
Allenton,County Hwy-D,10
Allenton,US-41 S,9
Allenton, Main St,7
Allenton,Main St,7
Allenton, State Road 33,5
Allenton,US-41 N,3
Allenton,State Road 33,2
Allenton, State Road 175,1
Allentown,US-22 E,579
Allentown,US-22 W,355
Allentown,I-78 W,277
Allentown,I-78 E,228
Allentown,PA-309 S,190
Allentown,US-22,106
Allentown,I-78,100
Allentown,Airport Rd,97
Allentown,PA-309 N,80
Allentown,I-195 E,67
Allenwood, US Route 15,56
Allenwood,Garden State Pkwy,27
Allenwood, S State Route 44,20
Allenwood,Garden State Pkwy N,16
Allenwood,Garden State Pkwy S,16
Allenwood,US Route 15,15
Allenwood, State Route 44,12
Allenwood,State Route 44,9
Allenwood, Old Mill Rd,6
Allenwood, 1st St,5
Allerton, E 300 North Rd,1
Allerton, State Route 49,1
Alleyton, Ramsey Rd,5
Alleyton,I-10 E,5
Alleyton, US-90-ALT,2
Alleyton,I-10 W,2
Alleyton, Center St,1
Alleyton,County Road 268,1
Alleyton,FM 949,1
Alliance,Atlantic Blvd E,4
Alliance,Atlantic Blvd NE,4
Alliance, Lowe Rd NE,3
Alliance, Union Ave NE,3
Alliance,Atlantic Blvd W,3
Alliance, Edison St NE,2
Alliance, State Highway 2,2
Alliance, State St NE,2
Alliance, E Church St,1
Alliance, Greenbower St NE,1
Allison, East Ave,4
Allison, 210th St,2
Allison, Highway 3,2
Allison, Newell Ave,2
Allison Park,William Flynn Hwy,26
Allison Park, William Flynn Hwy,24
Allison Park,I-76 E,8
Allison Park,Babcock Blvd,5
Allison Park, Wildwood Rd,4
Allison Park,Gibsonia Rd,4
Allison Park,McNeal Rd,4
Allison Park,Wildwood Rd,4
Allison Park, Collington Sq,3
Allison Park,Ferguson Rd,3
Allons, Celina Hwy,3
Allons, Oakley Rd,1
Alloway,Spillway Dr,1
Allport, Morrisdale Allport Hwy,6
Allport, Trolley St,4
Allport, Old Turnpike Rd,2
Allport,Morrisdale Allport Hwy,1
Allston,Cambridge St,120
Allston,I-90 W,89
Allston,I-90 E,68
Allston,Soldiers Field Rd,45
Allston,Harvard Ave,21
Allston,Brighton Ave,15
Allston,Commonwealth Ave,13
Allston,Western Ave,13
Allston, Soldiers Field Rd,9
Allston,Lincoln St,8
Allyn, E State Route 3,26
Allyn,E State Route 3,15
Allyn, E Cascade Vw,2
Allyn, E Lake Devereaux Rd,2
Allyn,E Grapeview Loop Rd,2
Allyn, E Steves Pl,1
Allyn,Bear Lake Dr,1
Allyn,E Lake Devereaux Rd,1
Allyn,E Lakeland Dr,1
Allyn,Evans St,1
Alma,I-40,18
Alma,I-40 E,18
Alma,I-57 S,18
Alma,I-49,16
Alma,US-127 N,15
Alma,I-40 W,11
Alma, Highway 64 E,5
Alma,I-70 E,5
Alma, N Begole Rd,4
Alma, State Highway 9,4
Almena, State Highway 383,2
Almena,Road E9,1
Almond,I-86 W,9
Almond,Southern Tier Expy,3
Almond, State Route 21,2
Almond,County Road D,1
Almond,Highway 28,1
Almond,I-86 E,1
Almond,Southern Tier Expy W,1
Almont, Van Dyke Rd,8
Almont, N Main St,2
Almont, State Highway 135,2
Almont, Tubspring Rd,2
Almont,Van Dyke Rd,2
Almont, Dryden Rd,1
Almont, Hough Rd,1
Almont, S Main St,1
Almont, Sullivan St,1
Almont,Dryden Rd,1
Almyra, Ar 130 Hwy E,2
Almyra, Stroh Rd,2
Almyra,Highway 165 N,2
Alpaugh, Park Ave,5
Alpaugh, Road 38,2
Alpaugh, Avenue 54,1
Alpaugh, Avenue 62,1
Alpaugh, Road 46,1
Alpaugh,Road 38,1
Alpaugh,Road 42,1
Alpena, US Highway 23 N,12
Alpena, Highway 412,4
Alpena, US-412,4
Alpena, Bloom Rd,3
Alpena, Keener Rd,3
Alpena, M 32 W,3
Alpena, County Line Rd,1
Alpena, Diamond Point Rd,1
Alpena, S State Ave,1
Alpena, US Highway 23 S,1
Alpha,I-90 E,36
Alpha,I-90 W,11
Alpha,Factory Rd,7
Alpha,580th Ave,6
Alpha,600th Ave,3
Alpha,Chicago-Kansas City Expressway E,1
Alpha,Mount Joy Rd,1
Alpha,Municipal Dr,1
Alpha,N 100 Ave,1
Alpharetta,GA-400 S,292
Alpharetta,US-19 N,214
Alpharetta,GA-400 N,153
Alpharetta,Old Milton Pkwy,118
Alpharetta,Windward Pkwy,68
Alpharetta,GA-400,56
Alpharetta,Haynes Bridge Rd,41
Alpharetta,N Point Pkwy,39
Alpharetta,Westside Pkwy,36
Alpharetta,Webb Bridge Rd,25
Alpine,Palisades Interstate Pkwy N,63
Alpine,Palisades Interstate Pkwy,54
Alpine,Palisades Interstate Pkwy S,40
Alpine,Alpine Blvd,25
Alpine,Alpine Loop Rd,21
Alpine,I-8 E,21
Alpine,Sylvan Ave,20
Alpine,I-8 W,14
Alpine,UT-92,14
Alpine,Jimmy A. Arevalo Memorial Hwy,13
Alpine Meadows, Alpine Meadows Rd,11
Alpine Meadows, Juniper Mountain Rd,2
Alpine Meadows, Lanny Ln,2
Alpine Meadows, Squaw Valley Rd,2
Alpine Meadows, Bear Creek Dr,1
Alpine Meadows, Snow Crest Rd,1
Alpine Meadows, Squaw Creek Rd,1
Alpine Meadows,Chalet Rd,1
Alplaus, Glenridge Rd,8
Alplaus,Glenridge Rd,7
Alsea, Alsea Hwy,67
Alsea, E Alsea Hwy,48
Alsea, Alsea Deadwood Hwy,6
Alsea, Spencer Creek Rd,2
Alsea,Alsea Hwy,2
Alsea, E Main St,1
Alsea, Fish Hatchery Rd,1
Alsea, Lesiure Way,1
Alsea, S 2nd St,1
Alsea,E Alsea Hwy,1
Alsip,I-294 N,150
Alsip,Tri-State Tlwy,96
Alsip,I-294 S,74
Alsip,S Cicero Ave,51
Alsip,Tri State Tollway S,41
Alsip,S Pulaski Rd,8
Alsip,Tri State Tollway N,7
Alsip, S Cicero Ave,5
Alsip, S Ridgeland Ave,5
Alsip, W 127th St,5
Alstead,Cold River Rd,2
Alstead,Acworth Rd,1
Alstead,Anderson Rd,1
Alstead,Campbell Rd,1
Alstead,Cobb Hill Rd,1
Alstead,Comstock Rd,1
Alstead,Forest Rd,1
Alstead,Gilsum Mine Rd,1
Alstead,High St,1
Alstead,Langdon Rd,1
Alston,GA Highway 135,1
Alta,I-80 W,447
Alta,I-80 E,372
Alta,I-80,119
Alta,Baxter Overcrossing Rd,21
Alta,State Highway 20,13
Alta, State Highway 20,11
Alta,Airport Rd,9
Alta, Alta Bonnynook Rd,3
Alta, Alta Reservoir Rd,3
Alta, Blue Canyon Rd,3
Alta Vista, Highway K4,4
Alta Vista, Highway 177,1
Altadena,Lake Ave,68
Altadena,W Woodbury Rd,65
Altadena, Lake Ave,61
Altadena,Fair Oaks Ave,56
Altadena, E Altadena Dr,53
Altadena, Fair Oaks Ave,51
Altadena, Lincoln Ave,46
Altadena, New York Dr,44
Altadena,Lincoln Ave,42
Altadena, W Woodbury Rd,41
Altamont,I-70 E,18
Altamont, Berne Altamont Rd,10
Altamont, State Route 158,8
Altamont,I-35 S,8
Altamont,I-70 W,7
Altamont, Western Ave,4
Altamont,I-70,4
Altamont,UT-87,4
Altamont, W,3
Altamont,Western Tpke,3
Altamonte Springs,I-4 E,564
Altamonte Springs,I-4 W,413
Altamonte Springs, Maitland Blvd,182
Altamonte Springs,E Altamonte Dr,85
Altamonte Springs, W State Road 436,77
Altamonte Springs,W State Road 436,71
Altamonte Springs,N State Road 434,49
Altamonte Springs,Maitland Blvd,48
Altamonte Springs, E Altamonte Dr,41
Altamonte Springs,W Maitland Blvd,37
Altavista,Wards Rd,55
Altavista,Broad St,8
Altavista, Gladys Rd,6
Altavista, Wards Rd,6
Altavista,Gladys Rd,4
Altavista, Lynch Mill Rd,3
Altavista, Marysville Rd,2
Altavista,5th St,1
Altavista,7th St,1
Altavista,Bedford Ave,1
Altha, State Road 71 N,13
Altha,State Road 71 N,6
Altha, NE County Road 275,3
Altha, NW County Road 274,3
Altha, NW County Road 275,3
Altha, NW State Road 73,3
Altha, SR-73,3
Altha,NW County Road 274,3
Altha,NW State Road 73,3
Altha, N Main St,2
Altheimer,US-79,4
Altheimer, Ar 88 Hwy S,2
Altheimer, Robroy Rd,2
Altheimer,AR-15,2
Altmar, County Route 48,4
Alto, GA-365,11
Alto,Whitneyville Ave SE,9
Alto, State Highway 365,8
Alto,Crane Mill Rd,7
Alto, 92nd St SE,6
Alto,Alden Nash Ave SE,6
Alto,Cornelia Hwy,5
Alto,State Highway 365,5
Alto,Wilbanks Rd,4
Alto,84th St SE,3
Alto Pass, State Route 127 N,3
Alto Pass, Chestnut St,1
Alton,UT-14,24
Alton,US-89 N,11
Alton, Huell Matthews Hwy,9
Alton,IA-60 N,9
Alton, Philpott Rd,7
Alton,IL-255 S,6
Alton,Medley Rd,6
Alton,IL-255 N,5
Alton,Philpott Rd,5
Alton,Piney Grove Rd,5
Alton Bay,Mount Major Hwy,3
Alton Bay,Main St,2
Alton Bay,Avery Hill Rd,1
Alton Bay,Cherry Valley Rd,1
Alton Bay,Fort Point Rd,1
Alton Bay,Jewett Farm Rd,1
Alton Bay,Plummer Ln,1
Alton Bay,Rand Hill Rd,1
Altona, Military Tpke,2
Altoona,I-80 W,128
Altoona, 6th Ave,85
Altoona,State Highway 75,72
Altoona,I-99 N,71
Altoona,I-80 E,67
Altoona,US Highway 278,64
Altoona,I-99 S,61
Altoona,W Plank Rd,51
Altoona,US-65 S,47
Altoona,I-99,46
Altura,US Highway 61,27
Altura,County Road 29,6
Altura,State Highway 74,6
Altura,N State Highway 74,5
Altura, County Road 39,3
Altura,116th Ave,2
Altura, Highway 248,1
Altura, N State Highway 74,1
Altura,130th Ave,1
Altura,N Highway 74,1
Alturas,Highway 395,44
Alturas,CA-299,23
Alturas, State Highway 299,12
Alturas, Centerville Rd,9
Alturas, Pencil Rd,7
Alturas, County Road 56,6
Alturas, County Road 75,6
Alturas, Highway 395,5
Alturas, US Highway 395 E,5
Alturas,US Highway 395,5
Altus, Highway 64,2
Altus, W Park St,2
Altus, E Park St,1
Altus,I-40 E,1
Altus,N Jackson St,1
Alum Bank, Quaker Valley Rd,37
Alum Bank,Quaker Valley Rd,10
Alum Bank, Mountainside Dr,6
Alum Bank,Cortland Rd,6
Alum Bank, Cortland Rd,5
Alum Bank, Mountain Rd,4
Alum Bank,Dunkard Hollow Rd,4
Alum Bank, Cemetery Rd,3
Alum Bank, King Saint Clair Rd,3
Alum Bank, Rouzer Rd,3
Alum Creek,US-119 S,8
Alum Creek,US-119 N,4
Alum Creek, Corridor G,1
Alum Creek, Starlight Rd,1
Alum Creek, Waldron Dr,1
Alum Creek,Trace Frk,1
Alum Creek,US-119,1
Alva,Palm Beach Blvd,118
Alva, Palm Beach Blvd,72
Alva,Joel Blvd,31
Alva, Joel Blvd,19
Alva,State Road 31,17
Alva, N River Rd,14
Alva, State Road 31,14
Alva,N River Rd,12
Alva,Old Olga Rd,9
Alva,Owanita Rd,8
Alvada,S US Highway 23,1
Alvarado,I-35W N,44
Alvarado,I-35W,20
Alvarado,I-35W S,19
Alvarado,Conveyor Dr,18
Alvarado,E Highway 67,3
Alvarado,S Interstate 35 W,3
Alvarado, Percifield Trl S,2
Alvarado, W Highway 67,2
Alvarado,County Road 401,2
Alvarado,N Baugh St,2
Alvaton,William H. Natcher Pkwy,1
Alverda, Tipperary Rd,1
Alverton, Sportsmans Rd,2
Alverton, Water St,2
Alverton,State Route 981,2
Alverton, State Route 981,1
Alverton,Water St,1
Alvin, Highway 35 Byp N,5
Alvin, N Highway 35,4
Alvin,E Highway 6,4
Alvin, County Road 99,3
Alvin, S Highway 35,3
Alvin, TX-6,3
Alvin, W Highway 6,3
Alvin, Highway 35,2
Alvin, N Gordon St,2
Alvin,FM 2917 Rd,2
Alviso,CA-237 W,71
Alviso,Gold St,18
Alviso,Great America Pkwy,2
Alviso,Lower Guadalupe River Trl,2
Alviso,N 1st St,2
Alviso,Nortech Pkwy,2
Alviso,Southbay Fwy,2
Alviso,Grand Blvd,1
Alvordton, US Highway 20,2
Alzada,Highway 212,11
Alzada, Highway 212,5
Alzada,US-212 E,4
Alzada, Cochran Dr,3
Alzada, Cottonwood Rd,1
Amado,I-19 S,10
Amado,I-19 N,1
Amador City, Main St,2
Amador City, Turner Rd,1
Amador City,Fremont Mine Rd,1
Amador City,Old Highway 49,1
Amagansett, Montauk Hwy,12
Amagansett, Abrahams Landing Rd,4
Amagansett, Devon Rd,3
Amagansett,RT-27,3
Amagansett,Montauk Hwy,2
Amagansett,Bluff Rd,1
Amagansett,Cranberry Hole Rd,1
Amagansett,Lazy Point Rd,1
Amagansett,Sandcastle Ln,1
Amagansett,Surf Dr,1
Amagon, Highway 14 E,3
Amana, 42nd Ave,3
Amana, W Ave,3
Amana,220th Trl,1
Amanda, Chillicothe Lancaster Rd SW,6
Amanda,Chillicothe Lancaster Rd SW,4
Amanda, Cincinnati Zanesville Rd,3
Amanda, Cedar Hill Rd,2
Amanda, Lancaster Circleville Rd SW,1
Amanda, Oakland Stoutsville Rd,1
Amanda,Amanda Northern Rd SW,1
Amanda,Bowers Rd,1
Amanda,Cincinnati Zanesville Rd,1
Amanda,W Main St,1
Amanda Park, US Highway 101,4
Amanda Park, NFD Road 2373,2
Amanda Park,S Shore Rd,1
Amargosa Valley,US-95 N,15
Amargosa Valley,US-95 S,4
Amargosa Valley, E Highway 95,1
Amarillo,I-27,16
Amarillo,I-40 E,9
Amarillo,Historic Route 66 W,7
Amarillo,I-40 W,7
Amarillo,I-40,5
Amarillo,Tascosa Rd,5
Amarillo, Tascosa Rd,4
Amarillo,I-27 N,4
Amarillo,US-287 S,3
Amarillo, S Coulter St,2
Amawalk,Amawalk Rd,29
Amawalk, Amawalk Rd,19
Amawalk, Amawalk Point Rd,1
Amawalk, Deerpark Dr,1
Amawalk, Mahopac Ave,1
Amawalk, Mohansic Creek Rd,1
Amazonia,I-29 N,3
Amazonia,I-29,2
Amazonia, State Route T,1
Amazonia,I-29 S,1
Amber,H. E. Bailey Tpke W,1
Amberg,County Park Rd,1
Amberg,N15080 US Highway 141,1
Amberg,N15271 US Highway 141,1
Ambler,N Bethlehem Pike,199
Ambler,Norristown Rd,143
Ambler,W Welsh Rd,116
Ambler, N Bethlehem Pike,97
Ambler,Fort Washington Expy N,92
Ambler,Dekalb Pike,89
Ambler,Susquehanna Rd,69
Ambler, Dekalb Pike,67
Ambler,Fort Washington Expy S,64
Ambler,Horsham Rd,60
Amboy, US Highway 169,17
Amboy, State Highway 30,11
Amboy,State Highway 30,11
Amboy,US Highway 169,7
Amboy,I-40 E,6
Amboy, 112th St,5
Amboy, NE 216th Ave,5
Amboy, NE 419th St,3
Amboy, 124th St,2
Amboy, 550th Ave,2
Ambridge, Duss Ave,18
Ambridge, Ohio River Blvd,8
Ambridge, Cross St,2
Ambridge,16th St,2
Ambridge,Legionville Rd,2
Ambridge,Merchant St,2
Ambridge,Ohio River Blvd,2
Ambridge, Ridge Road Ext,1
Ambridge,Duss Ave,1
Ambridge,Neely St,1
Ambrose, GA Highway 268 E,2
Ambrose, GA Highway 32 W,2
Ambrose, Hwy 32,2
Ambrose, Alvin Vickers Rd,1
Ambrose,GA Highway 158 W,1
Ambrose,GA Highway 32 W,1
Amelia, W Ohio Pike,12
Amelia,Chapel Rd,4
Amelia,State Route 125,4
Amelia,W Ohio Pike,4
Amelia, Bach Buxton Rd,2
Amelia, W Main St,2
Amelia,Lindale Mount Holly Rd,2
Amelia,Woodbury Glen Dr,2
Amelia, Huntington Ave,1
Amelia, Judd Rd,1
Amelia Court House, Patrick Henry Hwy,66
Amelia Court House,Patrick Henry Hwy,48
Amelia Court House, Five Forks Rd,28
Amelia Court House, Military Rd,23
Amelia Court House, Genito Rd,19
Amelia Court House, Grub Hill Church Rd,19
Amelia Court House,Military Rd,14
Amelia Court House,Chula Rd,12
Amelia Court House, Chula Rd,10
Amelia Court House, Elm Cottage Rd,9
Amenia, Route 22,31
Amenia,Route 22,31
Amenia,Route 343,22
Amenia, Route 343,16
Amenia, Leedsville Rd,6
Amenia,Smithfield Valley Rd,5
Amenia, Broadway Ave,3
Amenia, Cascade Rd,3
Amenia, RT-22,3
Amenia, Randall Rd,3
American Canyon,I-80 W,307
American Canyon,I-80 E,300
American Canyon,Jameson Canyon Rd,151
American Canyon, Jameson Canyon Rd,126
American Canyon,Red Top Rd,56
American Canyon,Broadway St,41
American Canyon,S Kelly Rd,36
American Canyon,CA-12,32
American Canyon,American Canyon Rd,29
American Canyon, S Kelly Rd,28
American Falls,I-86 E,22
American Falls,I-86 W,16
American Falls,US-30 E,6
American Falls,US-30 W,5
American Falls, Register Rd,1
American Falls,Highway 39,1
American Fork,I-15 N,261
American Fork,I-15 S,221
American Fork,I-15,147
American Fork,S 500 E,145
American Fork,W Main St,76
American Fork, W Main St,44
American Fork, W State Rd,8
American Fork, S 500 E,7
American Fork,Alpine Loop Rd,7
American Fork, N West State Rd,6
American Fork-Pleasant Grove, N Digital Dr,1
Americus, GA Highway 30 W,5
Americus,S Martin Luther King Jr Blvd,4
Americus, GA Highway 27 E,2
Americus, GA Highway 49 N,2
Americus, US Highway 19 N,2
Americus,Cemetery Rd,2
Americus,GA Highway 27 E,2
Americus, Fox Stephens Rd,1
Americus, US Highway 19 S,1
Americus, US Highway 280 W,1
Amery, Highway 65,2
Amery, US Highway 8,1
Amery,State Highway 46,1
Amery,US Highway 8,1
Ames,I-35 S,86
Ames,I-35 N,80
Ames,US-30 W,74
Ames,I-35,66
Ames,US-30 E,32
Ames,US-30,19
Ames,University Blvd,12
Ames,S Duff Ave,7
Ames, Y Ave,4
Ames,220th St,4
Amesbury,I-495 N,38
Amesbury,I-95 S,25
Amesbury,Macy St,13
Amesbury,Route 150 Ext,11
Amesbury,I-95 N,10
Amesbury,Elm St,5
Amesbury,I-495 S,5
Amesbury, Macy St,2
Amesbury,Haverhill Rd,2
Amesbury,Kimball Rd,2
Amherst,I-80 W,83
Amherst,I-80 E,28
Amherst, N Amherst Hwy,22
Amherst, Lexington Tpke,19
Amherst,I-80,18
Amherst,N Amherst Hwy,15
Amherst, S Amherst Hwy,12
Amherst,OH-2 W,12
Amherst,Amherst Hwy N,9
Amherst,OH-2 E,9
Amherst Junction, US Highway 10,2
Amherst Junction,State Highway 161,2
Amherst Junction,US Highway 10,1
Amidon, 133rd Ave SW,5
Amidon, 64th St SW,2
Amidon, 141st Ave SW,1
Amissville, Lee Hwy,15
Amissville,Lee Hwy,5
Amissville, Tapps Ford Rd,4
Amissville, Forest Grove Rd,2
Amissville, Leeds Manor Rd,2
Amissville,Forest Grove Rd,2
Amissville,Richmond Rd,2
Amissville,Rixeyville Rd,2
Amissville,Crest Hill Rd,1
Amite, Highway 51,4
Amite,I-55 S,2
Amite,I-55,1
Amite,I-55 N,1
Amity, S Highway 99W,74
Amity, SE Amity Rd,26
Amity, SW Bellevue Hwy,19
Amity, SE Amity Dayton Hwy,11
Amity,S Highway 99W,11
Amity,I-79 N,10
Amity,OR-233,10
Amity, 5th St,8
Amity, S Trade St,8
Amity, SE Yampo Rd,8
Amityville,Southern State Pkwy E,163
Amityville,Broadway,56
Amityville, Broadway,37
Amityville,Southern Pkwy,34
Amityville,Sunrise Hwy,26
Amityville,Southern State Pkwy W,18
Amityville, Sunrise Hwy,11
Amityville,Great Neck Rd,11
Amityville,Albany Ave,9
Amityville, Bayview Ave,6
Amma,I-79 N,20
Amma,I-79 S,4
Amma,Amma Rd,2
Amsterdam,I-90 W,217
Amsterdam,I-90 E,92
Amsterdam,State Highway 30,42
Amsterdam, State Highway 67,20
Amsterdam, State Highway 30,11
Amsterdam,New York Trwy W,8
Amsterdam, Sacandaga Rd,5
Amsterdam,State Highway 67,5
Amsterdam,NY-29,4
Amsterdam,Pattersonville Rd,4
Amston, Lebanon Rd,9
Amston, Church St,6
Amston, N Pond Rd,4
Amston, W Main St,2
Amston,Church St,1
Amston,Paper Mill Rd,1
Amston,W Main St,1
Anabel, US Highway 36,1
Anacoco,Cypress St,1
Anaconda,I-90 E,126
Anaconda,I-90 W,38
Anaconda, MT Highway 1,18
Anaconda,MT Highway 1,15
Anaconda, MT Highway 48,9
Anaconda, Stewart St,7
Anaconda,MT-1,7
Anaconda, Crackerville Rd,3
Anaconda, Echo Lake Rd,3
Anaconda, Fairmont Rd,2
Anacortes, State Route 20,61
Anacortes,State Route 20,53
Anacortes, S Campbell Lake Rd,8
Anacortes,WA-20,8
Anacortes,Reservation Rd,7
Anacortes, N Dewey Beach Dr,5
Anacortes, Christianson Rd,4
Anacortes, Miller Rd,3
Anacortes,Lunz Rd,3
Anacortes,State Highway 20 Spur,3
Anadarko, N 1St St,1
Anadarko, US Highway 281,1
Anaheim,CA-91 W,4838
Anaheim,CA-91 E,4334
Anaheim,Riverside Fwy E,1738
Anaheim,CA-57 S,1490
Anaheim,I-5 N,1158
Anaheim,I-5 S,1031
Anaheim,CA-57 N,775
Anaheim,CA-91,515
Anaheim,Santa Ana Fwy S,402
Anaheim,I-5,226
Anaheim-Santa Ana-Garden Grove,Auto Center Dr,2
Anaheim-Santa Ana-Garden Grove,El Cerro Cir,2
Anaheim-Santa Ana-Garden Grove,Carmenita Rd,1
Anaheim-Santa Ana-Garden Grove,E Main St,1
Anaheim-Santa Ana-Garden Grove,Morse Ave,1
Anaheim-Santa Ana-Garden Grove,N Imperial Terrace Ln,1
Anahuac,I-10 W,6
Anahuac,I-10 E,4
Anahuac,I-10,3
Anahuac,Interstate 10,1
Analomink, Paradise Trl,2
Anamoose, Highway 52 E,2
Anamoose,ND-14,1
Anamosa, Highway 151,11
Anamosa,Highway 151,11
Anamosa, 140th St,2
Anamosa, Highway 64,2
Anamosa, IA-64,2
Anamosa, Wood Ridge Rd,2
Anamosa,US-151,2
Anamosa, 215th Ave,1
Anamosa, Shaw Rd,1
Anamosa,Amber Road X44,1
Anatone, State Highway 129,7
Ancram,Taconic State Pkwy,62
Ancram,State Highway 82,24
Ancram,Lake Taghkanic State Park,11
Ancram, State Highway 82,7
Ancram, RT-82,6
Ancram,State Route 82,3
Ancram, County Route 7,2
Ancram, Pooles Hill Rd,2
Ancram,Wilmer Hill Rd,2
Ancram,Bluebird Hl,1
Ancramdale, RT-82,2
Ancramdale,RT-82,2
Ancramdale,State Highway 22,2
Ancramdale,State Route 82,2
Ancramdale, State Route 82,1
Andalusia,US Highway 29,18
Andalusia, US Highway 29,8
Andalusia,W Bypass,8
Andalusia,US Highway 84,4
Andalusia,AL Highway 137,3
Andalusia,AL Highway 55,3
Andalusia,Sanford Rd,3
Andalusia,River Falls St,2
Andalusia, AL Highway 55,1
Andalusia, Prestwood Bridge Rd,1
Anderson,Clemson Blvd,537
Anderson,Pearman Dairy Rd,502
Anderson,N Highway 81,432
Anderson,I-85 S,424
Anderson,Whitehall Rd,403
Anderson,Liberty Hwy,350
Anderson,Abbeville Hwy,256
Anderson,S Murray Ave,251
Anderson,W Shockley Ferry Rd,245
Anderson,Highway 28 Byp,232
Andersonville,I-75,35
Andersonville,I-75 S,17
Andersonville,Andersonville Trl,6
Andersonville,I-75 N,4
Andersonville, Norris Fwy,3
Andersonville, GA Highway 49 N,1
Andersonville, GA-49,1
Andersonville, Highway 61 W,1
Andersonville,GA Highway 49 N,1
Andersonville,GA Highway 49 S,1
Andes, State Highway 28,9
Andes,State Highway 28,2
Andover,I-495 N,365
Andover,I-93 N,339
Andover,I-495 S,313
Andover,I-93 S,304
Andover,Dascomb Rd,105
Andover,River Rd,82
